fold,n_val,val_sem_iou,val_sem_precision,val_sem_recall,val_sem_f1,val_inst_iou,val_inst_precision,val_inst_recall,val_inst_f1
0,43,0.9113107384244763,0.9657194543360496,0.9427414915825275,0.943253167338107,0.9088168369047274,0.9622363239370639,0.9438218481330657,0.94187216048447
1,42,0.9319617488278504,0.9641876994750133,0.9664506667477253,0.9611147738616458,0.8938002161415881,0.9291928590253126,0.9396002854027303,0.9185543073281301
2,42,0.8787484378934507,0.8999309421818886,0.9515483940333198,0.9092333002396693,0.8738938312251414,0.896314326019718,0.9502047283329234,0.9065181637099687
3,42,0.8859654261645646,0.9129885803814458,0.96609762176356,0.9200095989126076,0.8833914561602456,0.9176166160978212,0.9580250394207018,0.9162969809521205
4,42,0.9524613711291772,0.9657483349133497,0.9857180109726245,0.9733418132540462,0.9533918577687559,0.968467241575769,0.9838782209288691,0.973857375178044
