case,fold,filename,iou,call_seconds,error
23:53135:ART4,2,23_53135_ART4.png,0.8755498495148696,1.65,
23:53149:ART4,3,23_53149_ART4.png,0.9698697917111601,1.61,
23:53155:ART4,4,23_53155_ART4.png,0.9674158443169996,1.6,
23:53159:ART4,0,23_53159_ART4.png,0.04510752132229807,1.64,
23:53160:ART4,1,23_53160_ART4.png,0.9543578396661504,1.6,
23:53161:ART4,2,23_53161_ART4.png,0.918325100071494,1.62,
23:53162:ART4,3,23_53162_ART4.png,0.9386340116647764,1.71,
25,4,25.png,0.610161220043573,1.67,
2ACB6DFF-E424-4EB5-BD0C-90BA056BDC64,0,2ACB6DFF-E424-4EB5-BD0C-90BA056BDC64.png,0.028173653293083564,2.0,
2CCA14C4-32BC-443D-9148-22DFE30A3DAC,1,2CCA14C4-32BC-443D-9148-22DFE30A3DAC.png,0.9490543824845591,1.92,
32,2,32.png,0.9063654884866863,1.57,
35046BA6-A370-41C1-8316-8797AF1524DD,3,35046BA6-A370-41C1-8316-8797AF1524DD.png,0.5702919760162306,2.39,
3DA282A7-E829-47CF-B842-E03E0C704072,0,3DA282A7-E829-47CF-B842-E03E0C704072.png,0.932017093515612,1.63,
42,4,42.png,0.0011862862330500293,1.64,
43,0,43.png,0.17527559004740853,1.67,
43C82C9C-0E1B-4CAE-83F8-E33277D7AC41,1,43C82C9C-0E1B-4CAE-83F8-E33277D7AC41.png,0.9139966764817352,1.62,
45,2,45.png,0.055284646723934364,1.65,
498E1484-1D2E-418C-9547-A93AE9A57BB0,3,498E1484-1D2E-418C-9547-A93AE9A57BB0.png,0.5157496112476422,2.42,
4AB36890-E52B-4CCC-9CDE-FB1476FCEB82,0,4AB36890-E52B-4CCC-9CDE-FB1476FCEB82.png,0.0,1.48,
563A71DE-DC37-4251-9F93-7D0EC49A3559,4,563A71DE-DC37-4251-9F93-7D0EC49A3559.png,0.9535665890409848,1.6,
5B10B5A8-B0A0-4DB3-9867-55B78F678079,0,5B10B5A8-B0A0-4DB3-9867-55B78F678079.png,0.9729057500745357,1.82,
5FA84190-A72E-4E26-A5B2-C17B67D4BB11,1,5FA84190-A72E-4E26-A5B2-C17B67D4BB11.png,0.9687416142583223,2.0,
641BF666-7262-4847-9393-17841CF92430,2,641BF666-7262-4847-9393-17841CF92430.png,0.17232600387253366,1.93,
69,3,69.png,0.007854652143439382,1.55,
71,4,71.png,0.06803092311920424,1.65,
7202D619-4C27-4DA4-857E-B89F78C9D8D5,0,7202D619-4C27-4DA4-857E-B89F78C9D8D5.png,0.08081540913670689,1.66,
79,1,79.png,0.9750274117985072,1.71,
85,2,85.png,0.05798224004583214,1.62,
8609F3A9-3398-4F70-809B-B7ADF17E541F,3,8609F3A9-3398-4F70-809B-B7ADF17E541F.png,0.39021428791859675,1.86,
862ACE10-49B0-4423-B47D-F771D78D285D,4,862ACE10-49B0-4423-B47D-F771D78D285D.png,0.8016006097560976,1.9,
8CAFB06E-C92F-41CC-B701-6A38171FFAC2,0,8CAFB06E-C92F-41CC-B701-6A38171FFAC2.png,0.9324476435913386,1.63,
983981FC-89B6-466B-A76B-2FC9F050B5CF,1,983981FC-89B6-466B-A76B-2FC9F050B5CF.png,0.9514817583303095,2.4,
A002S,2,A002S.png,0.004092815236228753,1.5,
A003S,3,A003S.png,0.0013173476245590785,1.62,
A005S,4,A005S.png,0.001841499427566151,1.61,
A008S,0,A008S.png,0.001419585720293404,1.59,
A014S,1,A014S.png,0.0012342902328565798,1.55,
A016S,2,A016S.png,0.0012865436374679784,1.59,
A018S,3,A018S.png,0.0007968588157004231,1.64,
A030S,4,A030S.png,0.0009085599077638217,1.63,
A084S,0,A084S.png,0.0011349856272301823,1.71,
A097S,1,A097S.png,0.0006598984344855356,1.65,
A100S,2,A100S.png,0.004106620439819675,1.57,
A105H,3,A105H.png,0.9374282657329054,1.55,
A108P_p4,1,A108P_p4.png,0.9217499129953356,1.67,
A108P_p5,1,A108P_p5.png,0.8749244391947537,1.67,
A108P_p6,1,A108P_p6.png,0.9224967629116442,1.64,
A4Ba1,4,A4Ba1.png,0.007886684004108132,1.56,
A4D-04,0,A4D-04.png,0.33490213938970537,1.62,
A4D-08,1,A4D-08.png,0.022199666874869874,1.68,
A4D-11,2,A4D-11.png,0.04059437114024653,1.53,
A4D-16,3,A4D-16.png,0.9090101294267997,1.7,
A4D-21,4,A4D-21.png,0.11564265849050993,1.56,
A4D-24,0,A4D-24.png,0.6129938956395783,1.55,
A4D03,1,A4D03.png,0.05643389818975178,1.59,
A4D10,2,A4D10.png,0.08710770439487678,1.59,
A4D10A1,3,A4D10A1.png,0.963812005017554,1.63,
A4D11,4,A4D11.png,0.9620932161244301,1.64,
A4D12,0,A4D12.png,0.9649612836496799,1.63,
A4D13,1,A4D13.png,0.04430933314036136,1.67,
A4D14,2,A4D14.png,0.055536507372535085,1.66,
A4D14A1,3,A4D14A1.png,0.9289412678426435,1.67,
A4D15,4,A4D15.png,0.9626862712935618,1.8,
A4D16,0,A4D16.png,0.9779049364423302,1.91,
A4D4A1,1,A4D4A1.png,0.788521333144301,1.79,
A4D5,2,A4D5.png,0.9649884972684833,1.77,
A4D5A_merged,3,A4D5A_merged.png,0.553213666476242,1.8,
A4D6,4,A4D6.png,0.9482993377717656,1.68,
A4D6A_merged_p10,3,A4D6A_merged_p10.png,0.055918107401507613,1.78,
A4D6A_merged_p9,3,A4D6A_merged_p9.png,0.5980009205340742,1.74,
A4D7,0,A4D7.png,0.9584154686059937,1.74,
A4D8,1,A4D8.png,0.9294144445551743,1.7,
A4D8A_merged,2,A4D8A_merged.png,0.03793810851317613,1.72,
A4D9,3,A4D9.png,0.9737291855212408,1.68,
A4DA01,4,A4DA01.png,0.9742897769096818,1.89,
A4DA02,0,A4DA02.png,0.969815879019052,1.67,
A4DA03,1,A4DA03.png,0.893032346000259,1.72,
A4DA04,2,A4DA04.png,0.9565050743610194,1.76,
A4DA05,3,A4DA05.png,0.9648156307695634,1.73,
A4DA06,4,A4DA06.png,0.9628312167370957,1.81,
A4Da1,0,A4Da1.png,0.9843955466759837,1.82,
A4Da2,1,A4Da2.png,0.003942105248363312,1.66,
A4Da3,2,A4Da3.png,0.1998126430100335,1.67,
A4EC3a1,3,A4EC3a1.png,0.17277691911385884,1.94,
A4FNa1,4,A4FNa1.png,0.9521929135445765,1.95,
A4Ha1,0,A4Ha1.png,0.020954288665279104,1.84,
A4KTRa1,1,A4KTRa1.png,0.9233329017221287,1.75,
A4RFa1,2,A4RFa1.png,0.9300480392983133,1.75,
A4Sa1,3,A4Sa1.png,0.9815470478513406,1.71,
A4_002:CA,4,A4_002_CA.png,0.2227340255779404,1.67,
A4_088:LL:016,0,A4_088_LL_016.png,0.9356014362657091,1.68,
A4_093:LL:012,1,A4_093_LL_012.png,0.006538065955509705,1.71,
A4_094:LL:013,2,A4_094_LL_013.png,0.9078935217250773,1.87,
A4_097:LL:030,3,A4_097_LL_030.png,0.9089912474582265,1.7,
A4_101:LL:069,4,A4_101_LL_069.png,0.9294016320707115,1.7,
A4_102:LL:077,0,A4_102_LL_077.png,0.96209975740266,1.84,
A4_112:LL:048,1,A4_112_LL_048.png,0.953730926883705,1.74,
A4aSHP1,2,A4aSHP1.png,0.22841743990624538,1.67,
ART4:15:00001,3,ART4_15_00001.png,0.9729222350243932,1.64,
ART4:22:00001,4,ART4_22_00001.png,0.9640222585794491,1.66,
ART4:66:00001,0,ART4_66_00001.png,0.946237048016113,1.67,
ART4:82:00001,1,ART4_82_00001.png,0.9616104629547797,2.17,
ARTICLE:200,2,ARTICLE_200.png,0.0005915010105661729,1.71,
ARTICLE:210,3,ARTICLE_210.png,0.005842768749488609,1.54,
ARTICLE:230,4,ARTICLE_230.png,0.6103656385884151,1.52,
ARTICLE:260,0,ARTICLE_260.png,0.9558310884557358,1.59,
ARTICLE:270,1,ARTICLE_270.png,0.9389996940013959,1.52,
Ar4.10,2,Ar4.10.png,0.13408794192230525,1.51,
Ar4.11,3,Ar4.11.png,0.9440971928190364,1.5,
Ar4.14,4,Ar4.14.png,0.9178724244618525,1.52,
Ar4.15,0,Ar4.15.png,0.8864806940392365,1.49,
Ar4.16,1,Ar4.16.png,0.7372648045507585,1.5,
Ar4.17,2,Ar4.17.png,0.30797284922192575,1.51,
Ar4.18,3,Ar4.18.png,0.39448225557720207,1.51,
Ar4.19,4,Ar4.19.png,0.7640493869877985,1.51,
Ar4.1_7a_merged,0,Ar4.1_7a_merged.png,0.1736735778841042,1.55,
Ar4.2,1,Ar4.2.png,0.9510873020142104,1.57,
Ar4.20,2,Ar4.20.png,0.989203347327008,1.49,
Ar4.21,3,Ar4.21.png,0.949716433872379,1.5,
Ar4.22,4,Ar4.22.png,0.8911138717957394,1.51,
Ar4.23,0,Ar4.23.png,0.9493853300577167,1.5,
Ar4.24,1,Ar4.24.png,0.9618394614189539,1.58,
Ar4.25,2,Ar4.25.png,0.9660923058981311,1.7,
Ar4.26,3,Ar4.26.png,0.9359115058193197,1.6,
Ar4.27,4,Ar4.27.png,0.9513663613007033,1.52,
Ar4.28,0,Ar4.28.png,0.9655175982246548,1.54,
Ar4.29,1,Ar4.29.png,0.9472989472989473,1.59,
Ar4.3,2,Ar4.3.png,0.3391354241573104,1.48,
Ar4.30,3,Ar4.30.png,0.9393567461028489,1.51,
Ar4.4,4,Ar4.4.png,0.01995901868631823,1.62,
Ar4.5,0,Ar4.5.png,0.06904560548853866,1.71,
Ar4.6,1,Ar4.6.png,0.9521147048216986,1.43,
Ar4.8,2,Ar4.8.png,0.002625915507290821,1.53,
Ar4.9,3,Ar4.9.png,0.9777608905907664,1.5,
Art4D04,4,Art4D04.png,0.05354457720206127,1.61,
Art4D05,0,Art4D05.png,0.9772676573155964,1.58,
Art4D11,1,Art4D11.png,0.9469867732743589,1.47,
B4BE31D4-36A8-452E-97FF-04A53362B26C,2,B4BE31D4-36A8-452E-97FF-04A53362B26C.png,0.9633825728753969,1.54,
B6C8BCAD-105E-4CA8-83B3-5A20DA5602EE,3,B6C8BCAD-105E-4CA8-83B3-5A20DA5602EE.png,0.8204907132732241,1.71,
B9CDCF90-EC6A-4B66-A967-DEBF3B72D58D,0,B9CDCF90-EC6A-4B66-A967-DEBF3B72D58D.png,0.0,1.57,
C69CB574-81DC-4130-B7D7-EB68C744D477,4,C69CB574-81DC-4130-B7D7-EB68C744D477.png,0.9730622854511863,1.67,
C97065B6-03D0-48C4-AE0E-508DB0BE644B,0,C97065B6-03D0-48C4-AE0E-508DB0BE644B.png,0.9837430311901328,1.84,
CA054DBB-E2B9-495B-A1B4-E66E3FCEFCB6,1,CA054DBB-E2B9-495B-A1B4-E66E3FCEFCB6.png,0.05337585840457507,1.59,
CB:11:04552:ART4,2,CB_11_04552_ART4.png,0.030115010890269484,1.62,
CB:75:00001:ART4,3,CB_75_00001_ART4.png,0.9408265136831936,1.56,
CB:82:00001:ART4,4,CB_82_00001_ART4.png,0.04034935308475815,1.54,
CPA4(1a),0,CPA4_1a_.png,0.09829291505919406,1.52,
CPA4(2a),1,CPA4_2a_.png,0.9662256411574314,1.53,
CPA4(3a),2,CPA4_3a_.png,0.9756484971350902,1.58,
CPA4(4a),3,CPA4_4a_.png,0.9574732577234151,1.61,
